X,Y
5.44511524197305,-2.6058956778946
5.72386908047813,-2.97053449321749
6.71788448669256,-3.57932316007647
4.48518251580414,-4.03552194591581
5.10314507840121,-3.59174221622197
4.6954671286155,-3.60988319745817
5.70823705179456,-3.72806525676696
4.86851953554498,-3.75760640962649
5.17071261291541,-3.22747794801861
4.97476961521612,-3.34184472067012
5.84421962605001,-3.29319582374975
4.85345558094907,-3.34608021824733
5.58025545543999,-3.52399403243172
6.05796957134262,-3.869794065646
5.27315076677291,-4.11360587489083
5.40473064822181,-4.30612422139184
5.39490351022006,-3.95178607563947
5.90252342818431,-3.89822517679936
5.36133176056138,-3.12586140859964
5.07641501170866,-4.11152350887069
5.72724166156535,-3.33088350266303
5.10144565804683,-3.1267077233226
5.24132935225767,-3.80985588010529
5.09241070544396,-3.35240080014361
6.23816910513818,-3.15920380163172
5.33954088070337,-3.31610823403795
5.59298129261874,-4.05455411978095
4.85549566783048,-4.58146396566887
5.61305073616102,-3.33880383761149
5.75480981511368,-3.76170188003157
5.61106153713454,-4.16742055194057
5.45582444829281,-2.52672519901535
4.81901534730294,-2.46214984403876
5.67367287546219,-4.62053759375769
5.16046698823243,-4.33681542837449
5.16370934359984,-3.2551963604574
5.89198801290936,-3.91018665452001
5.00652677619868,-3.54514293558362
6.81884761202644,-2.67277543239886
6.41289481686359,-2.99479045204345
5.82420388712102,-3.75927446202068
5.57085267066006,-3.84522069449981
5.80830322967961,-3.37624042553568
4.83137496820984,-3.95655898864763
5.00564943861971,-3.15717265624444
5.7288303477856,-3.06915651737091
5.70715666384999,-3.58704744908178
5.29696891143832,-4.48909293894347
5.28820119012488,-2.56156486778925
5.58319949968034,-3.4220747641797
5.38160008647868,-3.6808393915699
4.96296188896807,-3.69727184228825
5.27228765528558,-2.80867479299063
5.29708665140223,-3.03411511493775
5.96338191682457,-3.4373126692486
5.53872901860744,-3.31389649329
5.28861618628306,-4.19182553266193
5.59408398168222,-3.87596880578412
5.84459732883507,-3.60620177913314
5.51240241121849,-2.33023812969447
4.58756802445777,-3.94955255147242
4.98497718847309,-2.90709761299304
5.36340151671723,-3.51343649464958
5.82694285860707,-2.94960559670149
5.54766697353288,-3.51294354105764
5.90594745413533,-2.87456763176512
6.05699593639342,-3.30535008245045
4.79863913620261,-2.91502823166067
5.45762665424956,-4.0328342392963
4.53883150179365,-3.06837087920598
5.96639283917991,-2.69708193630869
6.53328508136328,-4.15883318948923
5.44485226362898,-2.90177856782083
-6.40482979296391,8.55660192439491
-5.21782465836656,8.37718713168608
-6.33916336896831,8.57844018216849
-5.00652863682271,8.01342095722558
-5.67752379895484,7.32753209157158
-5.73551355371829,8.15975365366869
-5.94695070911977,7.85751298501622
-5.77004793011773,7.20299011949531
-5.17182968875699,7.92630587148137
-5.37033958505178,7.89762079851196
-5.44955436883523,8.31240593290202
-5.53004915616887,7.94232303482632
-5.3998404932275,8.26752343144385
-6.06875255650951,7.96531790052523
-5.73747715296801,7.99850527900061
-6.44800355298405,7.45622829811004
-5.02161172210664,8.43455223944465
-5.65245589693668,7.65981414164319
-5.51375868599196,8.67229939034682
-5.79510275206542,6.96000114475238
-5.6337420313006,7.40474914569222
-5.65223098299467,8.85299781145903
-5.97526744899743,7.95810401912694
-5.6478852251178,8.17008029442287
-5.60011355729006,8.12685958785601
-6.31045701708574,7.25884277699709
-5.82668958593785,7.42130940193307
-5.74207912387612,8.20628036548042
-5.5946744946568,8.33514254977603
-5.21311885085823,8.37764033473142
-5.48894576525228,8.36245582216835
-5.61155461923617,8.04230397988355
-6.18894106377025,7.28661469126285
-5.74051947457179,8.27118120627553
-5.9112254242388,7.71552412382272
-5.06730857319427,8.80932869254135
-6.28163100945358,8.91517948321671
-5.22743626032254,8.12550884339064
-5.1295377626641,7.79481229120657
-5.586172489194,8.72577692807103
-5.45644845686598,7.39752035122223
-5.2886627633694,7.51966038475869
-7.9398415619574,7.92486360304343
-5.85946422902587,9.01088381957767
-5.94828558568325,8.14219514041833
-5.94821960203274,7.5020604805991
-5.40251892960451,8.26711359998754
-5.70604072756239,7.69006779405342
-6.55793731879222,7.67974271428278
-5.08191748134972,7.80095840569035
-4.90631622646242,7.77341848115789
-5.50610334691905,8.49886865864042
-5.18362051983506,7.65474015343375
-5.92506904152676,8.01166682615161
-5.8144779149923,8.12162391668215
-6.10351151246075,8.26775364902575
-5.81628500843845,9.37548165582517
-7.09417384688572,8.63026288023329
-5.03000190612525,8.58684914618854
-6.11365202759357,7.25800932696287
-5.86039496365548,7.91257943344533
-6.25540241885095,6.86695957798987
-6.37154003032456,8.20293963999201
-5.92741419875101,7.23830629249445
-5.39798795821145,8.01631054887117
-5.37413723937402,8.2090907952389
-6.12449943366066,8.23858158571697
-5.9147819589208,8.64258574604885
-6.10908496471585,8.57281044692762
-5.76580960174207,7.95932447019819
-5.68192823452039,7.52927841830716
-5.08004522826656,7.64460248363619
-5.18283952443026,7.73562720271574
-5.53331341124989,7.53666688779635
-6.66090670483161,8.6019230278657
-5.89045730538598,8.06538993944017
-6.19601805898534,7.94773684201477
-5.75494847000181,8.1850419123286
-6.41479965385349,8.01322199120139
-5.50419721241751,8.24632110297339
-5.28419017267173,8.20154463780389
-5.1435657908456,8.33534572183777
-5.19841016093389,8.09581595489678
-5.19161215210407,8.11005545022293
-5.37445246770645,8.89166505068306
-5.82263880549729,8.05705429408158
-5.22300749445673,8.59800214645513
-5.61163072403232,9.04585389302408
-4.62792461810593,7.72329802712773
-4.78156919934316,7.9857128756719
-5.71954012376377,8.16462060346132
-5.54917375991065,8.58183573428707
-5.61956370091468,7.60042415047744
-5.48799594503953,8.3979439170345
-5.63062136511719,8.96606307518559
-5.53761969114832,7.46299995205576
-6.24768711898774,7.81734652386486
-5.15608009865573,-0.947606451287571
-5.96113306621148,-1.24036681847243
-5.63245728497265,-0.239943622209652
-6.06356479882842,-1.34356801355173
-5.6292119982794,-2.97181174813809
-5.39718205730936,-0.875591251538406
-6.02900849804755,-1.20538992273545
-5.35607812895099,-1.51240293555862
-5.23128650327675,-1.15687132961318
-4.82632940863533,-1.33887829230984
-5.20081009445002,-0.968148389827765
-4.84552373649366,-1.84004413623975
-5.55675528348131,-2.07672801734847
-5.24699023975811,-1.44375130401154
-5.87704797420405,-0.838024526780974
-4.98283122548208,-1.8918844713562
-5.40902805215234,-1.28119925653904
-4.8576114669859,-1.16064121226694
-6.43826679658584,-0.82629567998511
-5.74166590641641,-1.18372056284108
-6.83198150929217,-1.9079753592317
-4.79961559447132,-1.0610113550992
-5.11293854840086,-1.23163894159729
-4.92620465871868,-1.38667775861795
-5.3014954211237,-1.04146948408745
-4.89276618716027,-1.4743158634767
-5.1289402095876,-0.919321575139165
-5.51115118759209,-1.43890147604987
-5.41617879278228,-1.35186240049991
-5.70479587820237,-1.53466874961748
-5.03641245940028,-1.35834965664807
-5.40574544769809,-0.587329450624603
-5.11488557738591,-0.933323415630432
-4.60036274281133,-1.44361772669298
-5.23105434545122,-0.831411645002856
-5.94407121933386,-1.99417027459543
-5.30606335469258,-1.57385677674234
-5.97716201139693,-1.06681333725618
-6.06995634786812,-1.39294594313391
-5.96632877270446,-0.816241289136778
-5.82667456986841,-1.82402966802636
-5.1944977903532,-1.04350478877324
-5.91833883437643,-1.72898770817549
-5.38089777270848,-0.604555001473397
-6.24906741834804,-0.426026057169921
-4.68138276917357,-1.35452039518479
-5.6754920019034,-0.885492406535661
-5.18762118865232,-0.837929560946425
-4.91093595578443,-0.918245974471162
-6.15874086117767,-1.25461014217395
-5.07821594793557,-1.37744835177787
-4.74819084474279,-1.28509873398195
-5.03143644241741,-0.741770101464471
-5.29445440097045,-1.87801622164428
-5.28390954724633,-1.30496063845281
-5.70261961414309,-1.59598910951228
-6.06161746842358,-2.067725797347
-4.99425904848117,-1.20217070528197
-5.07311942287701,-1.61116516159378
-5.09103379171073,-1.07751876652841
-5.43307670431775,-1.99407164735182
-5.53799600987072,-1.2106417856127
-5.72604611516797,-1.81031967348954
-5.69310211223976,-0.55261071517331
-5.38305031097801,-0.957954164010323
-5.2398011958447,-1.22134362374682
-4.94508049014875,-1.46062788623261
-5.70605913340726,-1.98671547658202
4.71906307971868,7.3803239125468
3.49852514169653,7.44266619958977
4.13071148532229,8.29355375675953
4.07259314248584,6.35465511326779
4.03740809898849,7.52654108205674
3.17311880925617,7.84639366620975
4.71689787556624,7.45921042637234
3.96033022970281,9.08145364669532
3.95373018689746,7.19397843898204
3.82885347425397,7.33802345359243
4.04034194497459,7.76418397208892
4.56834202869137,7.78475110782835
4.20432308416386,8.78917250201668
4.12286713391397,7.68940332275944
4.16784387205911,8.17588316821128
3.68996785010664,8.26265800308865
4.5351640830905,7.1600038056615
4.40318864422271,7.56924177865203
5.48737067324723,7.89251229960015
5.28245538812293,7.75121855819359
4.53405920970182,7.16529873894239
4.71460100589844,8.05986577846256
4.55335752232684,8.24411409955239
4.09285327421136,7.96928985071143
4.17500833274556,6.91810399755324
3.88649072212624,7.71586010437956
3.96525941697474,7.664776069535
4.18745178926768,7.8299891497371
4.190922766943,7.92580941598488
4.64695818437678,7.275176725737
4.61344637328268,7.26241237253159
3.77709074599956,8.53815649303676
4.35757329452928,7.64188025441819
4.8396770243908,7.53258007552047
4.84935887593209,7.79372325142599
4.02974855342146,7.85848027816125
3.99082505522174,7.8295358915686
4.22664445628696,7.91561221234403
4.35105028168076,8.42957153507338
5.02467351432241,7.98638886823885
3.3686461094431,7.60838505166587
4.34931519172294,7.7683996623524
4.29906128381698,7.48346225784073
4.15008396201756,7.26930682096262
4.41154623585571,8.61540036798552
3.9075300517754,7.04520829669552
5.19650207880273,7.58177856697574
4.13328970156124,7.67186710223469
4.5100101372203,7.29830524026935
4.25364908014536,7.57466427236548
3.92717525588335,8.35634960912469
4.33029070448116,7.63161102276752
3.56155243172941,7.48177481284331
4.22849098040553,8.11517733185379
4.31149002361842,7.9797430807152
4.48145019927749,7.48817353072375
3.58808062271362,8.17216387098694
4.31940934195758,8.65972166007958
4.56549582476893,7.82666288025144
3.88705042422158,7.1307573026937
4.95046482331974,7.19577592644692
4.45923603619624,7.93200759746379
4.36913505314302,7.3896473329795
3.75222352625175,7.89458633350198
3.8755657543572,8.55843880074891
3.87318734309734,8.76708333478878
4.10146943848827,7.83571801113182
4.53735629408961,7.46859590535789
1.11895534679077,9.33855483870905
1.01937687828942,9.49226355926695
0.637017546402138,9.41243787771141
1.39726374674662,10.2912022697026
1.074111992323,9.84299215175031
2.07723023537742,9.42403043586247
1.04021132829951,10.3894294225678
1.69177793425896,9.45741985396825
0.830378900758835,9.80031315233688
1.22334763892075,10.4415657638453
2.14329619097282,9.16818686732744
0.30634288463513,10.1546325320438
0.790433511700138,10.2059350473033
1.5276647316794,10.0723726372478
1.5127418387006,9.10985756953306
2.25754235461327,11.0096577965214
0.85460062966347,9.36680070465112
2.05130715669659,10.5438277335654
1.4321486321805,10.0963454488499
0.975531096228675,9.3519415969056
0.811305058746045,9.20903575036442
0.577702866014938,9.05358642552173
0.948259414037157,9.73670049167797
1.56013533192797,9.7377345339762
0.611981554740392,9.77500325175222
1.0692102788122,9.82301937555858
1.88391185261411,10.3047077901836
0.810366882946083,8.98903586722342
0.831423380030194,9.99302773671295
1.15466221660775,10.386391319772
1.29413570314288,8.50224817289759
0.594336151188663,9.38891701099579
0.307920957716974,9.53760897938271
1.13591853714142,9.54132586604972
0.919523077875678,9.32742747171748
0.863281207060938,9.62704424862646
0.561127627461535,10.0149110498924
1.28959343023626,8.97030071491079
1.38729372304353,9.14867985403752
0.462472840891845,8.32196817761959
1.61892783307052,9.62726131097626
1.14210815049334,9.78595244416561
0.904863347585996,10.6733748937206
2.202731035626,9.11403003505948
1.80912581015997,8.90045717115848
1.36656416446459,9.07367903300272
1.18379348719804,10.2735339621986
0.464459801736847,9.38935482676457
-0.107858004220214,9.12932859925864
0.832178299011001,9.46838000889242
0.59793140408719,10.7052220487799
0.96942031949611,9.99834193121685
1.81805772978871,9.06000409860755
0.550434415648774,9.85661986107582
0.704746246548484,9.62479939510297
0.775152195904145,9.66161258688622
0.903021499234113,9.28913259378934
0.455691298956793,9.58341271394252
0.990626076752634,9.69189822463211
1.8543549712436,10.3581344487981
0.976901343804675,9.63498564534726
2.28928284119709,10.3737697914908
1.95051863002648,9.23607669574296
2.36361672188958,9.4954423253149
1.69821724241594,9.81047538620358
