X,Y
-4.38983210786653,8.08839896843445
0.843886526772008,-7.97304569682986
8.24567797516322,3.54895168513474
8.22199002118604,2.50160788314922
-9.13538218148653,-2.17098225586835
8.95425048767321,1.94529485192488
8.89220419712335,5.34243943414054
-4.57901441708063,-8.78247840370144
8.57817456518773,3.84130946603065
-10.5820489860731,3.81058893949902
-0.572312489309981,-9.54661497567215
4.56131274900533,-11.4759873204631
-6.0092745247972,6.87494478611081
-6.90835177705174,-4.99120501682414
-6.25863510248451,8.77834518736421
-9.55523294957179,-2.1066633100664
-1.62925069466047,9.82698201601403
-9.58557095552133,-5.00391053897779
8.45832067589522,-5.10086068746641
-6.46779697346914,-3.59046761626091
9.60622031744724,4.96132180237152
8.11164934059958,3.86521876924988
-7.02849208663456,8.83469374936316
11.1584602487093,-1.18380617202805
-0.971961865420133,-10.0283600334957
7.17068956218665,4.47102783980218
-7.53623346754233,-7.3051771631691
-10.8282284076469,0.718554298456723
-1.07821029553212,9.21086288506617
-3.17673957052012,8.07022255262713
-8.85425901076627,2.63195144860725
9.96418257694786,-2.4996344383762
-8.78513860026558,4.41609942161403
5.96159137946858,-8.34690592287956
7.76446377995433,-4.01493635254133
-3.44624234350957,10.3551105888899
-8.30581483037246,-2.2110545453153
-8.53042912563313,-6.2605693224835
0.0122286673302656,10.2693235755595
5.80116980927455,-7.18891498945248
9.56019305807742,-5.91693040892456
9.42881022406288,-1.0353344288004
8.51677665594964,6.23556096677185
-7.60369065253193,-5.44743568829767
-1.8826570961111,-7.7965999325809
5.03846137353978,6.96086261070689
8.72132452197948,-6.45030780947771
6.21892911834346,7.16425188374908
6.41814709429587,7.4080397897378
8.24270573482724,-1.09940241739899
-6.57569762535317,-7.73372580813366
7.57932101482675,0.240006876934626
5.50192592875618,-6.42629792893176
10.7550064789046,-0.0892337317999391
7.54631940105441,-7.07336357821612
-8.31663782985579,5.17912198423704
11.0321023534258,-2.39214808300678
-4.67532676338665,10.1355502577795
8.87896035721009,-1.60553924270228
-9.62556523128892,-3.73954480244804
-10.0469547082488,-3.92732162630131
3.24429579190747,-9.17055418619729
3.38736063036947,9.33179677801543
-7.28642851845173,-8.66694638279895
0.683113881159373,10.332406894614
9.65599135781748,4.3902189132367
0.253319827828894,-9.67213185499075
-6.76929430339744,-9.11602464805224
11.1155112000007,4.39872729735464
-5.20011956988822,-8.27869445122024
-2.90139743942885,-8.96682831134147
-0.639808592991154,-9.90235401096076
6.05111477897742,7.62438633347843
4.87895624108225,7.6664343633845
4.56021831745498,7.37559796601328
9.41267847927453,1.12638531122605
-6.51181936517353,-7.1934448982121
-6.62974870563707,8.25307375506148
-0.997545145614498,8.62970572561764
3.65399797068346,7.30735196881393
4.23094677499399,7.92791736777194
-0.156963195631104,10.6304694517956
-2.13942484013862,11.0562731100953
5.94787401951316,8.02735726568029
10.0545579204433,-4.86380097979309
-6.79461725219441,6.8398433671352
9.10054728930515,5.96487452437493
-8.52705296724116,5.31978489997216
-8.03882491456756,-2.54665118732026
2.36652037860714,-9.02034725107558
-4.42155516868783,8.98439528623362
4.9100699250066,-8.33686034931899
8.75236722885496,-0.73520057139003
3.12013407954643,9.07464934285142
-9.23602560328434,3.91740639409658
-6.74294932750581,6.85200117923837
8.95297457497191,-2.40682930227865
-6.75051653378889,-6.18339078398696
3.69096469683391,-9.75641969918453
6.98030193876881,-3.12714422611843
8.37649506221809,2.50177609104156
-10.5303514497275,2.26645386097572
-2.71306055275562,-8.91343244467917
8.65540026646661,1.37585720977916
-0.664021094545294,-8.49466364311125
-7.97494700378517,-6.68918976274202
-10.7458918047137,-1.66340090285735
-8.55307929835996,2.36963020406341
