1 1.424 1.317 1.218 1.127 1.043 0.964 0.889 0.813 0.733 0.645 0.546 0.431 0.295 0.135 -0.054 -0.274 -0.529 -0.821 -1.151 -1.520 -1.928 -2.373 -2.855 -3.369 -3.912 -4.481 -5.070 -5.675 -6.289 -6.907 -7.524 -8.134 -8.732 -9.313 -9.874 -10.409 -10.918 -11.397 -11.846 -12.263 -12.649 -13.004 -13.329 -13.626 -13.897 -14.142 -14.364 -14.563 -14.740 -14.898 -15.034 -15.148 -15.239 -15.305 -15.342 -15.348 -15.319 -15.249 -15.135 -14.972 -14.755 -14.478 -14.139 -13.733 -13.257 -12.709 -12.087 -11.393 -10.626 -9.789 -8.884 -7.918 -6.894 -5.820 -4.704 -3.554 -2.378 -1.187 0.009 1.200 2.376 3.526 4.640 5.709 6.723 7.674 8.554 9.356 10.074 10.702 11.236 11.673 12.010 12.245 12.378 12.409 12.341 12.174 11.912 11.559 
1 -4.733 -4.294 -3.849 -3.403 -2.961 -2.527 -2.104 -1.697 -1.310 -0.945 -0.607 -0.297 -0.019 0.227 0.440 0.617 0.761 0.872 0.951 1.001 1.023 1.022 1.000 0.961 0.909 0.847 0.781 0.712 0.643 0.579 0.519 0.465 0.418 0.377 0.342 0.308 0.275 0.239 0.195 0.138 0.066 -0.029 -0.149 -0.301 -0.487 -0.711 -0.975 -1.282 -1.632 -2.025 -2.458 -2.930 -3.436 -3.971 -4.529 -5.103 -5.686 -6.269 -6.842 -7.397 -7.925 -8.417 -8.864 -9.259 -9.592 -9.860 -10.055 -10.173 -10.211 -10.167 -10.041 -9.833 -9.545 -9.178 -8.738 -8.229 -7.656 -7.025 -6.342 -5.615 -4.851 -4.057 -3.238 -2.403 -1.557 -0.706 0.145 0.990 1.826 2.648 3.455 4.243 5.011 5.757 6.481 7.181 7.858 8.511 9.141 9.749 
2 -0.433 -0.885 -1.432 -1.983 -2.474 -2.895 -3.297 -3.773 -4.423 -5.315 -6.447 -7.750 -9.097 -10.346 -11.382 -12.145 -12.634 -12.889 -12.955 -12.851 -12.561 -12.043 -11.267 -10.241 -9.031 -7.754 -6.549 -5.541 -4.811 -4.378 -4.196 -4.171 -4.192 -4.168 -4.066 -3.921 -3.822 -3.857 -4.064 -4.392 -4.712 -4.876 -4.781 -4.422 -3.896 -3.357 -2.951 -2.761 -2.794 -2.993 -3.280 -3.589 -3.889 -4.187 -4.507 -4.870 -5.268 -5.650 -5.943 -6.081 -6.044 -5.875 -5.666 -5.511 -5.453 -5.454 -5.410 -5.205 -4.776 -4.165 -3.519 -3.050 -2.962 -3.385 -4.341 -5.738 -7.415 -9.187 -10.884 -12.368 -13.534 -14.297 -14.594 -14.392 -13.703 -12.598 -11.209 -9.715 -8.307 -7.156 -6.382 -6.039 -6.101 -6.478 -7.032 -7.605 -8.053 -8.279 -8.255 -8.034 
2 1.086 0.673 0.246 -0.170 -0.560 -0.922 -1.264 -1.604 -1.964 -2.361 -2.800 -3.273 -3.753 -4.212 -4.626 -4.984 -5.287 -5.538 -5.735 -5.869 -5.936 -5.944 -5.921 -5.896 -5.886 -5.878 -5.826 -5.668 -5.351 -4.852 -4.185 -3.394 -2.544 -1.707 -0.959 -0.369 0.014 0.170 0.117 -0.094 -0.395 -0.725 -1.041 -1.320 -1.543 -1.685 -1.710 -1.584 -1.294 -0.863 -0.350 0.159 0.583 0.871 1.019 1.064 1.059 1.036 0.978 0.828 0.526 0.058 -0.515 -1.057 -1.409 -1.446 -1.127 -0.514 0.237 0.921 1.334 1.339 0.908 0.141 -0.754 -1.517 -1.906 -1.765 -1.060 0.124 1.611 3.195 4.692 5.987 7.050 7.921 8.671 9.353 9.970 10.470 10.771 10.800 10.527 9.985 9.256 8.447 7.662 6.975 6.415 5.967 
2 3.814 3.760 3.883 4.154 4.500 4.824 5.043 5.113 5.039 4.868 4.653 4.441 4.260 4.138 4.112 4.240 4.580 5.165 5.971 6.909 7.841 8.618 9.123 9.298 9.141 8.698 8.034 7.229 6.383 5.615 5.058 4.826 4.963 5.413 6.019 6.572 6.890 6.878 6.562 6.064 5.538 5.114 4.851 4.742 4.743 4.810 4.930 5.126 5.435 5.886 6.482 7.203 8.017 8.890 9.794 10.698 11.558 12.322 12.943 13.395 13.687 13.853 13.932 13.950 13.899 13.752 13.484 13.101 12.657 12.250 12.005 12.034 12.413 13.155 14.209 15.460 16.758 17.934 18.839 19.377 19.522 19.328 18.904 18.382 17.872 17.432 17.064 16.724 16.364 15.956 15.513 15.082 14.734 14.534 14.517 14.672 14.935 15.188 15.278 15.046 
1 -16.851 -17.117 -17.335 -17.506 -17.629 -17.709 -17.748 -17.749 -17.716 -17.654 -17.568 -17.463 -17.344 -17.218 -17.091 -16.967 -16.853 -16.753 -16.674 -16.619 -16.594 -16.600 -16.643 -16.723 -16.842 -17.001 -17.199 -17.437 -17.711 -18.019 -18.358 -18.724 -19.112 -19.518 -19.934 -20.357 -20.779 -21.195 -21.598 -21.984 -22.346 -22.679 -22.979 -23.240 -23.459 -23.633 -23.758 -23.832 -23.854 -23.821 -23.734 -23.591 -23.392 -23.137 -22.828 -22.465 -22.048 -21.580 -21.062 -20.496 -19.884 -19.228 -18.530 -17.793 -17.020 -16.214 -15.378 -14.516 -13.629 -12.722 -11.800 -10.864 -9.919 -8.970 -8.019 -7.070 -6.128 -5.197 -4.280 -3.380 -2.503 -1.651 -0.828 -0.037 0.719 1.436 2.112 2.744 3.330 3.869 4.359 4.800 5.190 5.530 5.820 6.061 6.255 6.404 6.511 6.579 
2 -4.629 -3.194 -1.602 -0.014 1.464 2.784 3.938 4.944 5.832 6.640 7.403 8.142 8.850 9.498 10.049 10.479 10.792 11.017 11.182 11.300 11.356 11.318 11.161 10.889 10.544 10.203 9.962 9.912 10.120 10.611 11.366 12.328 13.415 14.529 15.570 16.446 17.080 17.431 17.499 17.332 17.012 16.635 16.287 16.019 15.840 15.729 15.645 15.549 15.415 15.231 15.008 14.775 14.583 14.496 14.575 14.852 15.318 15.917 16.563 17.154 17.604 17.850 17.876 17.717 17.460 17.223 17.123 17.226 17.522 17.917 18.270 18.447 18.360 18.002 17.430 16.748 16.070 15.490 15.059 14.772 14.573 14.382 14.122 13.752 13.273 12.720 12.139 11.567 11.024 10.501 9.984 9.455 8.916 8.391 7.926 7.566 7.342 7.254 7.276 7.367 
1 -24.552 -24.535 -24.469 -24.348 -24.169 -23.927 -23.620 -23.245 -22.800 -22.284 -21.697 -21.038 -20.311 -19.516 -18.656 -17.736 -16.759 -15.730 -14.655 -13.539 -12.390 -11.213 -10.017 -8.807 -7.593 -6.380 -5.177 -3.991 -2.829 -1.698 -0.604 0.445 1.445 2.389 3.274 4.094 4.847 5.529 6.138 6.673 7.132 7.517 7.827 8.064 8.229 8.326 8.357 8.327 8.238 8.095 7.904 7.667 7.390 7.078 6.735 6.365 5.973 5.561 5.134 4.694 4.244 3.786 3.321 2.852 2.378 1.901 1.422 0.940 0.457 -0.027 -0.512 -0.997 -1.482 -1.966 -2.447 -2.924 -3.396 -3.860 -4.314 -4.756 -5.183 -5.592 -5.980 -6.345 -6.684 -6.992 -7.268 -7.508 -7.710 -7.871 -7.989 -8.063 -8.090 -8.068 -7.998 -7.878 -7.708 -7.489 -7.219 -6.900 
2 -7.458 -8.974 -10.360 -11.526 -12.421 -13.032 -13.377 -13.492 -13.431 -13.269 -13.105 -13.061 -13.259 -13.793 -14.696 -15.919 -17.330 -18.734 -19.915 -20.683 -20.919 -20.598 -19.793 -18.644 -17.322 -15.988 -14.775 -13.782 -13.073 -12.672 -12.553 -12.626 -12.744 -12.725 -12.396 -11.649 -10.474 -8.967 -7.303 -5.687 -4.294 -3.228 -2.514 -2.104 -1.907 -1.811 -1.707 -1.489 -1.063 -0.357 0.658 1.952 3.432 4.952 6.354 7.509 8.350 8.894 9.224 9.463 9.729 10.094 10.568 11.095 11.580 11.911 11.994 11.768 11.221 10.392 9.369 8.280 7.271 6.473 5.976 5.810 5.941 6.284 6.728 7.154 7.457 7.555 7.399 6.978 6.321 5.489 4.559 3.611 2.720 1.948 1.342 0.922 0.679 0.575 0.546 0.528 0.459 0.298 0.027 -0.341 
2 20.964 20.641 20.353 19.945 19.288 18.315 17.038 15.532 13.916 12.317 10.840 9.541 8.424 7.451 6.559 5.699 4.846 4.014 3.237 2.560 2.022 1.653 1.468 1.467 1.624 1.897 2.229 2.577 2.928 3.314 3.801 4.463 5.351 6.451 7.677 8.890 9.940 10.720 11.197 11.415 11.462 11.427 11.368 11.311 11.251 11.179 11.083 10.948 10.761 10.513 10.224 9.956 9.813 9.914 10.366 11.215 12.432 13.902 15.446 16.843 17.872 18.354 18.191 17.385 16.043 14.346 12.505 10.712 9.101 7.723 6.559 5.536 4.564 3.571 2.527 1.457 0.439 -0.422 -1.028 -1.323 -1.324 -1.121 -0.852 -0.667 -0.687 -0.981 -1.566 -2.416 -3.469 -4.629 -5.769 -6.745 -7.428 -7.747 -7.708 -7.396 -6.939 -6.466 -6.073 -5.803 
